Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_MIDWEST_BRAND+TIRES,NTB - Midwest - Maximize Conversion - Brand,USD,1468,2162,0.7078,0.2561,0.0361,795,0.5241,269,300.97,4.88,0,0,0,0,12.5,0,0,0,0,65.3,0,3055,782.3855,110.2855,12.5,65.3,282,65,347,4.3,NTB,G,SEM,BR,BR,BR,MIDWEST,BRAND+TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_VIRGINIAS_BRAND+SERVICES,NTB - Virginias - Maximize Conversion - Brand,USD,1961.59,2069,0.2326,0.7504,0.017,764,0.1889,293,325.05,6.03,0,0,0,0,7,0,0,0,0,68.42,0,8895,6674.808,151.215,7,68.42,300,68,368,4.2,NTB,G,SEM,BR,BR,BR,VIRGINIAS,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_MIDWEST_DISCOUNT TIRE,NTB - Midwest - Maximize Conversion - Competitors,USD,88.12,2037,0.2917,0,0.7083,60,0.122,5,18.11,4.87,0,0,0,0,0,0,0,0,0,4,0,6983,0,4946.0589,0,4,5,4,9,3.4,NTB,G,SEM,CP,CP,CP,MIDWEST,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_VIRGINIAS_FIRESTONE,NTB - Virginias - Maximize Conversion - Competitors,USD,85.28,1967,0.4087,0,0.5913,51,0.05,17,18,4.74,0,0,0,0,0,0,0,0,0,1,0,4813,0,2845.9269000000004,0,1,17,1,18,3.3,NTB,G,SEM,CP,CP,CP,VIRGINIAS,FIRESTONE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_NORTHEAST_FIRESTONE,NTB - Northeast - Maximize Conversion - Competitors,USD,181.12,1839,0.4506,0,0.5494,88,0.1551,44,37.17,4.87,0,0,0,0,1.5,0,0,0,0,0,0,4081,0,2242.1014,1.5,0,46,0,46,4,NTB,G,SEM,CP,CP,CP,NORTHEAST,FIRESTONE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_CAROLINAS_BRAND+,NTB - Carolinas - Maximize Conversion - Brand,USD,630.34,1583,0.8703,0,0.1297,349,0.67,73,141.6,4.45,0,0,0,0,21,0,0,0,0,46.94,0,1819,0,235.92430000000002,21,46.94,94,47,141,4,NTB,G,SEM,BR,BR,BR,CAROLINAS,BRAND+
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_NORTHEAST_BRAND+SERVICES,NTB - Northeast - Maximize Conversion - Brand,USD,1361.43,1427,0.2522,0.7347,0.0131,577,0.1894,186,235.11,5.79,0,0,0,0,4.5,0,0,0,0,54.71,0,5658,4156.9326,74.1198,4.5,54.71,191,55,245,4.2,NTB,G,SEM,BR,BR,BR,NORTHEAST,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_SOUTHEAST_DISCOUNT TIRE,NTB - Southeast - Maximize Conversion - Competitors,USD,68.71,1373,0.1996,0,0.8004,45,0.102,8,7,9.82,0,0,0,0,0,0,0,0,0,0,0,6879,0,5505.9516,0,0,8,0,8,5,NTB,G,SEM,CP,CP,CP,SOUTHEAST,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_CAROLINAS_BRAND+TIRES,NTB - Carolinas - Maximize Conversion - Brand,USD,943.37,1365,0.9453,0,0.0547,440,0.6692,124,154.36,6.11,0,0,0,0,4.67,0,0,0,0,41.34,0,1444,0,78.9868,4.67,41.34,129,41,170,4,NTB,G,SEM,BR,BR,BR,CAROLINAS,BRAND+TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_NB TIRES_NORTHEAST_WINTER TIRES,NTB - Northeast - Maximize Conversion - Non-Brand - Tires,USD,85.97,1336,0.1431,0,0.8569,59,0.12,2,8.33,10.32,0,0,0,0,0,0,0,0,0,1,0,9336,0,8000.0184,0,1,2,1,3,4.5,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NORTHEAST,TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_CAROLINAS_BRAND ONLY,NTB - Carolinas - Maximize Conversion - Brand,USD,451.5,1272,0.845,0,0.155,283,0.7014,46,91.5,4.93,0,0,0,0,5,0,0,0,0,41.66,0,1505,0,233.275,5,41.66,51,42,93,4,NTB,G,SEM,BR,BR,BR,CAROLINAS,BRAND ONLY
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_SOUTHEAST_FIRESTONE,NTB - Southeast - Maximize Conversion - Competitors,USD,90.73,1239,0.3606,0,0.6394,49,0.1258,18,15.33,5.92,0,0,0,0,0,0,0,0,0,0,0,3436,0,2196.9784,0,0,18,0,18,5,NTB,G,SEM,CP,CP,CP,SOUTHEAST,FIRESTONE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_NB TIRES_VIRGINIAS_WINTER TIRES,NTB - Virginias - Maximize Conversion - Non-Brand - Tires,USD,89.5,1200,0.1295,0,0.8705,62,0.1181,4,23.98,3.73,0,0,0,0,0,0,0,0,0,2.17,0,9266,0,8066.053000000001,0,2.17,4,2,6,4.6,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,VIRGINIAS,TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_SOUTHEAST_BRAND+TIRES,NTB - Southeast - Maximize Conversion - Brand,USD,472.11,1192,0.8983,0,0.1017,317,0.6625,53,93.74,5.04,0,0,0,0,5,0,0,0,0,40.66,0,1327,0,134.95589999999999,5,40.66,58,41,99,3.7,NTB,G,SEM,BR,BR,BR,SOUTHEAST,BRAND+TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_MIDWEST_FIRESTONE,NTB - Midwest - Maximize Conversion - Competitors,USD,45,1121,0.332,0,0.668,27,0.05,12,12.67,3.55,0,0,0,0,0,0,0,0,0,0,0,3377,0,2255.8360000000002,0,0,12,0,12,3.4,NTB,G,SEM,CP,CP,CP,MIDWEST,FIRESTONE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_NORTHEAST_DISCOUNT TIRE,NTB - Northeast - Maximize Conversion - Competitors,USD,66.66,1083,0.4055,0,0.5945,40,0.1952,0,14.89,4.48,0,0,0,0,1.2,0,0,0,0,2,0,2671,0,1587.9095,1.2,2,1,2,3,4,NTB,G,SEM,CP,CP,CP,NORTHEAST,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_NORTHEAST_GOODYEAR,NTB - Northeast - Maximize Conversion - Competitors,USD,97.37,932,0.562,0,0.438,62,0.2073,13,21.83,4.46,0,0,0,0,0,0,0,0,0,2,0,1658,0,726.204,0,2,13,2,15,4,NTB,G,SEM,CP,CP,CP,NORTHEAST,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_MIDWEST_BRAND+SERVICES,NTB - Midwest - Maximize Conversion - Brand,USD,565.34,916,0.6638,0.2738,0.0623,275,0.4515,79,97.54,5.8,0,0,0,0,1.5,0,0,0,0,27.4,0,1380,377.844,85.974,1.5,27.4,81,27,108,4.3,NTB,G,SEM,BR,BR,BR,MIDWEST,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_CAROLINAS_FIRESTONE,NTB - Carolinas - Maximize Conversion - Competitors,USD,31.37,782,0.2875,0,0.7125,14,0.05,3,2.5,12.55,0,0,0,0,0,0,0,0,0,0,0,2720,0,1938,0,0,3,0,3,4.5,NTB,G,SEM,CP,CP,CP,CAROLINAS,FIRESTONE
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_SOUTHEAST_GOODYEAR,NTB - Southeast - Maximize Conversion - Competitors,USD,27.41,499,0.463,0,0.537,18,0.197,3,3,9.14,0,0,0,0,0,0,0,0,0,0,0,1078,0,578.8860000000001,0,0,3,0,3,5,NTB,G,SEM,CP,CP,CP,SOUTHEAST,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_TEXAS_GOODYEAR,NTB - Texas - Maximize Conversion - Competitors,USD,46.62,445,0.3318,0,0.6682,22,0.1535,8,6.32,7.37,0,0,0,0,0,0,0,0,0,0,0,1341,0,896.0562,0,0,8,0,8,4.2,NTB,G,SEM,CP,CP,CP,TEXAS,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_NB TIRES_MIDWEST_WINTER TIRES,NTB - Midwest - Maximize Conversion - Non-Brand - Tires,USD,23.88,405,0.1791,0,0.8209,16,0.1363,1,3.39,7.04,0,0,0,0,0,0,0,0,0,0,0,2261,0,1856.0548999999999,0,0,1,0,1,4.8,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,MIDWEST,TIRES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_VIRGINIAS_GOODYEAR,NTB - Virginias - Maximize Conversion - Competitors,USD,32.79,362,0.5011,0,0.4989,21,0.2373,8,14,2.34,0,0,0,0,2,0,0,0,0,0,0,722,0,360.2058,2,0,10,0,10,3.3,NTB,G,SEM,CP,CP,CP,VIRGINIAS,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_MIDWEST_GOODYEAR,NTB - Midwest - Maximize Conversion - Competitors,USD,14.3,277,0.3237,0,0.6763,8,0.1362,2,1.5,9.54,0,0,0,0,0,0,0,0,0,0,0,856,0,578.9128000000001,0,0,2,0,2,3.4,NTB,G,SEM,CP,CP,CP,MIDWEST,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_SOUTHEAST_BRAND+SERVICES,NTB - Southeast - Maximize Conversion - Brand,USD,76.87,211,0.8182,0,0.1818,49,0.6258,9,9,8.54,0,0,0,0,0,0,0,0,0,0.5,0,258,0,46.904399999999995,0,0.5,9,1,10,3.7,NTB,G,SEM,BR,BR,BR,SOUTHEAST,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_CP_CAROLINAS_GOODYEAR,NTB - Carolinas - Maximize Conversion - Competitors,USD,21.69,186,0.3941,0,0.6059,8,0.1486,3,3,7.23,0,0,0,0,0,0,0,0,0,0,0,472,0,285.9848,0,0,3,0,3,4.5,NTB,G,SEM,CP,CP,CP,CAROLINAS,GOODYEAR
"February 22, 2026 - February 28, 2026",NTB,541-822-9321,NTB_G_SEM_BR_CAROLINAS_BRAND+SERVICES,NTB - Carolinas - Maximize Conversion - Brand,USD,51.35,142,0.7798,0,0.2202,43,0.6728,6,9.76,5.26,0,0,0,0,1,0,0,0,0,3.33,0,182,0,40.0764,1,3.33,7,3,10,4,NTB,G,SEM,BR,BR,BR,CAROLINAS,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_PMX_Central Eastern, --,USD,4170.97,193600,0.05,0.3532,0.5648,3544,0.05,202,309.1,13.49,13.44,0,13,0,0,0,0,120.34,0,0,0,3872000,1367590.4000000001,2186905.6,13,120.34,215,120,335,,EOC,G,PMX,PMX,PMX,PMX,Central Eastern,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_PMX_Southern, --,USD,3348.33,187958,0.05,0.2796,0.6496,3222,0.05,133,295.38,11.34,13.1,0,8,0,0,0,0,86.45,0,0,0,3759160,1051061.1360000002,2441950.3359999997,8,86.45,141,86,227,,EOC,G,PMX,PMX,PMX,PMX,Southern,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_PMX_Southeastern, --,USD,2147.78,138832,0.05,0.3111,0.6057,2400,0.05,154,226.59,9.48,13.08,0,7.19,0,0,0,0,82.7,0,0,0,2776640,863812.7039999999,1681810.848,7.19,82.7,161,83,244,,EOC,G,PMX,PMX,PMX,PMX,Southeastern,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_PMX_Alabama, --,USD,2653.74,121836,0.2016,0.0481,0.7503,2066,0.2152,110,157.87,16.81,13.5,0,1,0,0,0,0,65.03,0,0,0,604345,29068.994499999997,453440.0535,1,65.03,111,65,176,,EOC,G,PMX,PMX,PMX,PMX,Alabama,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHEASTERN_Oil Change,EOC - Southeastern - Maximize Conversion - Oil Change,USD,13012.53,77142,0.5154,0,0.4846,6527,0.3592,858,3183.72,4.09,0,0,17,0,0,0,0,176.92,0,0,0,149674,0,72532.0204,17,176.92,875,177,1052,4.2,EOC,G,SEM,NB OIL CHANGE,NB,OIL CHANGE,SOUTHEASTERN,Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_CENTRAL EASTERN_Oil Change,EOC - Central Eastern - Maximize Conversion - Oil Change,USD,14738.93,75063,0.4739,0,0.5261,6982,0.386,877,2422.98,6.08,0,0,44.66,0,0,0,0,265.31,0,0,0,158394,0,83331.0834,44.66,265.31,922,265,1187,5.2,EOC,G,SEM,NB OIL CHANGE,NB,OIL CHANGE,CENTRAL EASTERN,Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHERN_Oil Change,EOC - Southern - Maximize Conversion - Oil Change,USD,10204.27,72407,0.398,0,0.602,4798,0.2661,632,2283.56,4.47,0,0,15.5,0,0,0,0,137.33,0,0,0,181927,0,109520.05399999999,15.5,137.33,648,137,785,4.4,EOC,G,SEM,NB OIL CHANGE,NB,OIL CHANGE,SOUTHERN,Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_CENTRAL EASTERN_Tire Service,EOC Central Eastern - Maximize Conversion - Non Brand -Services,USD,4289.95,44999,0.3229,0,0.6771,2509,0.2205,897,871.61,4.92,0,0,9.33,0,0,0,0,60.81,0,0,0,139359,0,94359.9789,9.33,60.81,906,61,967,4.2,EOC,G,SEM,NB TIRE SERVICE,NB,TIRE SERVICE,CENTRAL EASTERN,Tire Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHERN_Service,EOC - Southern - Maximize Conversion - Non Brand - Services,USD,1733.8,42607,0.2277,0,0.7723,1699,0.124,433,433.84,4,0,0,10.5,0,0,0,0,25.33,0,0,0,187119,0,144512.0037,10.5,25.33,444,25,469,3.5,EOC,G,SEM,NB SERVICE,NB,SERVICE,SOUTHERN,Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_ALABAMA_Oil Change,EOC - Alabama - Maximize Conversion - Oil Change,USD,8697.61,34750,0.6408,0,0.3592,3453,0.5381,465,1501.47,5.79,0,0,8.33,0,0,0,0,86.61,0,0,0,54229,0,19479.056800000002,8.33,86.61,473,87,560,5,EOC,G,SEM,NB OIL CHANGE,NB,OIL CHANGE,ALABAMA,Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHEASTERN_Service,EOC - Southeastern - Maximize Conversion - Non Brand - Services,USD,1215.68,33840,0.2303,0,0.7697,1367,0.1218,346,299.48,4.06,0,0,6,0,0,0,0,16.83,0,0,0,146939,0,113098.9483,6,16.83,352,17,369,3.2,EOC,G,SEM,NB SERVICE,NB,SERVICE,SOUTHEASTERN,Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_CENTRAL EASTERN_Service,EOC Central Eastern - Maximize Conversion - Non Brand -Services,USD,1852.08,32724,0.2229,0,0.7771,1328,0.1423,389,369.27,5.02,0,0,2,0,0,0,0,27.33,0,0,0,146810,0,114086.051,2,27.33,391,27,418,4.2,EOC,G,SEM,NB SERVICE,NB,SERVICE,CENTRAL EASTERN,Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_ALABAMA_Brand Only,EOC - Alabama - Maximize Conversions - Brand,USD,10649.63,29153,0.9072,0,0.0928,5860,0.656,864,1840.1,5.79,0,0,8.04,0,0,0,0,179.71,0,0,0,32135,0,2982.1279999999997,8.04,179.71,872,180,1052,3.5,EOC,G,SEM,BR,BR,BR,ALABAMA,Brand Only
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHERN_Tire Service,EOC - Southern - Maximize Conversion - Non Brand - Services,USD,1204.76,27182,0.2247,0,0.7753,983,0.1445,286,273.5,4.4,0,0,3,0,0,0,0,13.2,0,0,0,120970,0,93788.041,3,13.2,289,13,302,3.5,EOC,G,SEM,NB TIRE SERVICE,NB,TIRE SERVICE,SOUTHERN,Tire Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHEASTERN_Brand Only,EOC - Southeastern - Maximize Conversion - Brand,USD,6852.17,21973,0.8325,0,0.1675,4828,0.6417,799,1671.21,4.1,0,0,19.31,0,0,0,0,180.05,0,0,0,26394,0,4420.995,19.31,180.05,818,180,998,3.1,EOC,G,SEM,BR,BR,BR,SOUTHEASTERN,Brand Only
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_ALABAMA_Tire Service,EOC - Alabama - Maximize Conversion - Non Brand - Services,USD,1340.13,21924,0.3312,0,0.6688,886,0.2428,300,285.3,4.7,0,0,2.5,0,0,0,0,10,0,0,0,66196,0,44271.8848,2.5,10,303,10,313,3.7,EOC,G,SEM,NB TIRE SERVICE,NB,TIRE SERVICE,ALABAMA,Tire Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHEASTERN_Tire Service,EOC - Southeastern - Maximize Conversion - Non Brand - Services,USD,1099.9,21767,0.216,0,0.784,875,0.1325,320,303.82,3.62,0,0,5,0,0,0,0,27,0,0,0,100773,0,79006.032,5,27,325,27,352,3.2,EOC,G,SEM,NB TIRE SERVICE,NB,TIRE SERVICE,SOUTHEASTERN,Tire Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_CENTRAL EASTERN_Brand Only,EOC - Central Eastern - Maximize Conversion - Brand,USD,9824.92,20728,0.8676,0,0.1324,5136,0.7376,1028,1990.39,4.94,0,0,22,0,0,0,0,220.49,0,0,0,23891,0,3163.1683999999996,22,220.49,1050,220,1270,3.9,EOC,G,SEM,BR,BR,BR,CENTRAL EASTERN,Brand Only
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_ALABAMA_Service,EOC - Alabama - Maximize Conversion - Non Brand - Services,USD,1167.47,18373,0.2271,0,0.7729,699,0.125,254,242.38,4.82,0,0,2.33,0,0,0,0,8.75,0,0,0,80903,0,62529.928700000004,2.33,8.75,256,9,265,3.7,EOC,G,SEM,NB SERVICE,NB,SERVICE,ALABAMA,Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_ALABAMA_Brand+,EOC - Alabama - Maximize Conversions - Brand,USD,9097.55,15811,0.9329,0,0.0671,4587,0.6808,866,1768.24,5.14,0,0,16.29,0,0,0,0,98.57,0,0,0,16948,0,1137.2108,16.29,98.57,882,99,981,3.5,EOC,G,SEM,BR,BR,BR,ALABAMA,Brand+
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHERN_Brand Only,EOC - Southern - Maximize Conversion - Brand,USD,3972.53,12550,0.6926,0,0.3074,2408,0.664,359,879.71,4.52,0,0,7.44,0,0,0,0,105.74,0,0,0,18120,0,5570.088,7.44,105.74,366,106,472,3,EOC,G,SEM,BR,BR,BR,SOUTHERN,Brand Only
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_TAKE 5,EOC - Southern - Maximize Conversion - Competitors,USD,256.76,12201,0.4657,0,0.5343,300,0.1259,49,48.16,5.33,0,0,0,0,0,0,0,1,0,0,0,26199,0,13998.1257,0,1,49,1,50,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,TAKE 5
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_VALVOLINE,EOC - Central Eastern - Maximize Conversion - Competitors,USD,206.87,10203,0.4875,0,0.5125,226,0.1106,41,40,5.17,0,0,0,0,0,0,0,0,0,0,0,20929,0,10726.1125,0,0,41,0,41,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,VALVOLINE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHEASTERN_Brand+,EOC - Southeastern - Maximize Conversion - Brand,USD,4373.89,9909,0.9016,0,0.0984,2674,0.657,484,1274.65,3.43,0,0,7.5,0,0,0,0,81.19,0,0,0,10990,0,1081.416,7.5,81.19,492,81,573,3.1,EOC,G,SEM,BR,BR,BR,SOUTHEASTERN,Brand+
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_TAKE 5,EOC - Southeastern - Maximize Conversion - Competitors,USD,290.84,8825,0.4679,0,0.5321,329,0.144,71,69.83,4.16,0,0,1,0,0,0,0,5.5,0,0,0,18861,0,10035.938100000001,1,5.5,72,6,78,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,TAKE 5
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_TAKE 5,EOC - Central Eastern - Maximize Conversion - Competitors,USD,264.76,7872,0.4747,0,0.5253,279,0.15,67,63.17,4.19,0,0,1,0,0,0,0,5.33,0,0,0,16583,0,8711.0499,1,5.33,68,5,73,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,TAKE 5
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHERN_Brakes,EOC - Southern - Maximize Conversion - Non Brand - Brakes,USD,623.11,7636,0.1833,0,0.8167,362,0.1364,86,104.55,5.96,0,0,5,0,0,0,0,11.85,0,0,0,41658,0,34022.0886,5,11.85,91,12,103,5.5,EOC,G,SEM,NB BRAKES,NB,BRAKES,SOUTHERN,Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_VALVOLINE,EOC - Southern - Maximize Conversion - Competitors,USD,154.12,7277,0.3917,0,0.6083,136,0.05,36,32.16,4.79,0,0,0,0,0,0,0,0,0,0,0,18578,0,11300.997399999998,0,0,36,0,36,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,VALVOLINE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_CENTRAL EASTERN_Brakes,EOC-  Central Eastern - Maximize Conversion - Non Brand - Brakes,USD,623.03,6686,0.2196,0,0.7804,328,0.1707,84,96.21,6.48,0,0,4,0,0,0,0,17.5,0,0,0,30446,0,23760.058399999998,4,17.5,88,18,106,5.5,EOC,G,SEM,NB BRAKES,NB,BRAKES,CENTRAL EASTERN,Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_JIFFY LUBE,EOC - Southern - Maximize Conversion - Competitors,USD,141.12,6630,0.37,0,0.63,100,0.05,32,32.25,4.38,0,0,0,0,0,0,0,0.5,0,0,0,17919,0,11288.97,0,0.5,32,1,33,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,JIFFY LUBE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_Competitors,EOC - Southern - Maximize Conversion - Competitors,USD,312.7,6544,0.2784,0,0.7216,196,0.05,66,57.17,5.47,0,0,0,0,0,0,0,2,0,0,0,23506,0,16961.9296,0,2,66,2,68,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,Competitors
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_ALABAMA_Brand+Service,EOC - Alabama - Maximize Conversions - Brand,USD,2210.59,6253,0.7732,0,0.2268,1139,0.6306,191,613.04,3.61,0,0,1,0,0,0,0,31.53,0,0,0,8087,0,1834.1316,1,31.53,192,32,224,3.5,EOC,G,SEM,BR,BR,BR,ALABAMA,Brand+Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_Competitors,EOC - Alabama - Maximize Conversion - Competitors,USD,661.38,6220,0.4904,0,0.5096,286,0.165,110,102.5,6.45,0,0,0,0,0,0,0,3,0,0,0,12684,0,6463.7664,0,3,110,3,113,5.2,EOC,G,SEM,CP,CP,CP,ALABAMA,Competitors
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_Competitors,EOC - Southeastern - Maximize Conversion - Competitors,USD,283.92,6075,0.2733,0,0.7267,187,0.05,74,70.17,4.05,0,0,0,0,0,0,0,3,0,0,0,22228,0,16153.0876,0,3,74,3,77,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,Competitors
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_FIRESTONE,EOC - Southern - Maximize Conversion - Competitors,USD,149.4,5485,0.3042,0,0.6958,105,0.05,47,43,3.47,0,0,0,0,0,0,0,1,0,0,0,18031,0,12545.969799999999,0,1,47,1,48,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,FIRESTONE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_Competitors,EOC - Central Eastern - Maximize Conversion - Competitors,USD,388.35,5413,0.2756,0,0.7244,218,0.05,120,96.82,4.01,0,0,0,0,0,0,0,0,0,0,0,19641,0,14227.940400000001,0,0,120,0,120,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,Competitors
